姓名,姓氏,字辈,性别,排序,出生日期,逝世日期,是否离世,籍贯,职业,父亲,母亲,配偶,是否入赘,是否招夫养子,生平简介,突出事迹
彦03087,孔,彦,男,78,-506,-426,是,江苏,官员,公02058,,,,,,
彦03088,孔,彦,男,29,-488,-422,是,江苏,士,公02106,,,,,,
彦03089,孔,彦,男,46,-490,-429,是,曲阜,农,公02080,,,,,,
彦03090,孔,彦,男,27,-506,-443,是,江苏,士,公02092,,,,,,
彦03091,孔,彦,男,78,-499,-415,是,安徽,农,公02045,,,,,,
彦03092,孔,彦,男,49,-505,-417,是,浙江,士,公02093,,,,,,
彦03093,孔,彦,男,80,-499,-416,是,浙江,官员,公02083,,,,,,
彦03094,孔,彦,男,21,-487,-413,是,安徽,士,公02067,,,,,,
彦03095,孔,彦,男,82,-500,-430,是,河南,儒,公02037,,,,,,
彦03096,孔,彦,男,70,-486,-420,是,浙江,官员,公02129,,,,,,
彦03097,孔,彦,男,43,-498,-419,是,山东,农,公02147,,,,,,
彦03098,孔,彦,男,64,-503,-434,是,河南,学者,公02117,,,,,,
彦03099,孔,彦,男,3,-502,-423,是,浙江,商,公02092,,,,,,
彦03100,孔,彦,男,81,-486,-419,是,安徽,学者,公02085,,,,,,
彦03101,孔,彦,男,58,-500,-434,是,浙江,官员,公02101,,,,,,
彦03102,孔,彦,男,80,-504,-425,是,山东,儒,公02088,,,,,,
彦03103,孔,彦,男,53,-506,-432,是,山东,儒,孔鲤,,,,,,
彦03104,孔,彦,男,91,-498,-430,是,江苏,儒,公02005,,,,,,
彦03105,孔,彦,男,31,-492,-414,是,江苏,商,公02111,,,,,,
彦03106,孔,彦,男,64,-501,-418,是,安徽,工,公02034,,,,,,
彦03107,孔,彦,男,9,-492,-403,是,安徽,官员,公02000,,,,,,
彦03108,孔,彦,男,13,-501,-421,是,曲阜,商,公02005,,,,,,
彦03109,孔,彦,男,63,-506,-436,是,浙江,官员,公02136,,,,,,
彦03110,孔,彦,男,90,-505,-442,是,江苏,士,公02118,,,,,,
彦03111,孔,彦,男,16,-486,-422,是,河南,工,公02098,,,,,,
彦03112,孔,彦,男,57,-489,-399,是,浙江,学者,公02137,,,,,,
彦03113,孔,彦,男,94,-497,-423,是,江苏,商,公02072,,,,,,
彦03114,孔,彦,男,30,-502,-426,是,河南,儒,公02113,,,,,,
彦03115,孔,彦,男,37,-502,-419,是,山东,官员,公02117,,,,,,
彦03116,孔,彦,男,22,-492,-423,是,山东,官员,公02108,,,,,,
彦03117,孔,彦,男,86,-500,-436,是,江苏,农,公02065,,,,,,
彦03118,孔,彦,男,87,-503,-430,是,安徽,农,公02121,,,,,,
彦03119,孔,彦,男,33,-502,-431,是,浙江,儒,公02018,,,,,,
彦03120,孔,彦,男,84,-493,-409,是,安徽,农,公02045,,,,,,
彦03121,孔,彦,男,59,-496,-422,是,山东,工,公02120,,,,,,
彦03122,孔,彦,男,93,-506,-440,是,山东,儒,公02118,,,,,,
彦03123,孔,彦,男,37,-487,-426,是,曲阜,官员,公02079,,,,,,
彦03124,孔,彦,男,88,-503,-415,是,河南,学者,公02002,,,,,,
彦03125,孔,彦,男,93,-488,-399,是,山东,士,公02147,,,,,,
彦03126,孔,彦,男,40,-496,-408,是,江苏,士,公02028,,,,,,
彦03127,孔,彦,男,53,-497,-431,是,江苏,工,公02065,,,,,,
彦03128,孔,彦,男,13,-488,-402,是,浙江,官员,公02009,,,,,,
彦03129,孔,彦,男,12,-487,-414,是,山东,商,公02016,,,,,,
彦03130,孔,彦,男,63,-489,-424,是,江苏,士,公02116,,,,,,
彦03131,孔,彦,男,20,-504,-444,是,河南,农,公02074,,,,,,
彦03132,孔,彦,男,97,-492,-412,是,河南,工,公02121,,,,,,
彦03133,孔,彦,男,12,-499,-414,是,河南,士,公02087,,,,,,
彦03134,孔,彦,男,29,-490,-407,是,河南,学者,公02019,,,,,,
彦03135,孔,彦,男,36,-500,-411,是,安徽,工,公02048,,,,,,
彦03136,孔,彦,男,81,-502,-415,是,浙江,工,公02003,,,,,,
彦03137,孔,彦,男,35,-498,-424,是,山东,儒,公02102,,,,,,
彦03138,孔,彦,男,81,-492,-414,是,江苏,工,公02136,,,,,,
彦03139,孔,彦,男,52,-490,-411,是,河南,学者,公02003,,,,,,
彦03140,孔,彦,男,5,-493,-426,是,江苏,官员,公02071,,,,,,
彦03141,孔,彦,男,52,-502,-432,是,安徽,士,公02123,,,,,,
彦03142,孔,彦,男,98,-505,-433,是,浙江,儒,公02116,,,,,,
彦03143,孔,彦,男,77,-504,-424,是,浙江,农,公02012,,,,,,
彦03144,孔,彦,男,18,-494,-416,是,江苏,工,公02057,,,,,,
彦03145,孔,彦,男,99,-505,-435,是,山东,儒,公02105,,,,,,
彦03146,孔,彦,男,15,-490,-402,是,浙江,工,公02089,,,,,,
彦03147,孔,彦,男,39,-497,-425,是,河南,工,公02052,,,,,,
彦03148,孔,彦,男,17,-498,-431,是,安徽,官员,公02132,,,,,,
彦03149,孔,彦,男,60,-486,-425,是,曲阜,商,公02025,,,,,,
承04000,孔,承,男,47,-478,-407,是,曲阜,工,孔伷,,,,,,
承04001,孔,承,男,7,-474,-408,是,浙江,工,彦03060,,,,,,
承04002,孔,承,男,25,-468,-393,是,浙江,儒,彦03074,,,,,,
承04003,孔,承,男,21,-475,-394,是,曲阜,商,彦03081,,,,,,
承04004,孔,承,男,36,-470,-406,是,山东,儒,彦03112,,,,,,
承04005,孔,承,男,67,-473,-410,是,浙江,儒,彦03088,,,,,,
承04006,孔,承,男,5,-475,-406,是,山东,儒,彦03085,,,,,,
承04007,孔,承,男,73,-475,-410,是,安徽,工,彦03055,,,,,,
承04008,孔,承,男,10,-472,-383,是,河南,学者,彦03075,,,,,,
承04009,孔,承,男,85,-473,-398,是,江苏,商,彦03102,,,,,,
承04010,孔,承,男,79,-464,-384,是,山东,士,彦03096,,,,,,
承04011,孔,承,男,65,-465,-378,是,安徽,官员,彦03058,,,,,,
承04012,孔,承,男,69,-467,-381,是,河南,官员,彦03085,,,,,,
承04013,孔,承,男,17,-473,-407,是,河南,士,彦03030,,,,,,
承04014,孔,承,男,10,-469,-391,是,安徽,学者,彦03144,,,,,,
承04015,孔,承,男,20,-464,-378,是,山东,儒,彦03004,,,,,,
承04016,孔,承,男,22,-473,-398,是,安徽,官员,彦03098,,,,,,
承04017,孔,承,男,62,-470,-407,是,山东,工,彦03038,,,,,,
承04018,孔,承,男,80,-458,-375,是,河南,士,彦03038,,,,,,
承04019,孔,承,男,4,-459,-371,是,河南,商,彦03006,,,,,,
承04020,孔,承,男,95,-470,-406,是,江苏,官员,彦03003,,,,,,
承04021,孔,承,男,59,-478,-410,是,安徽,商,彦03022,,,,,,
承04022,孔,承,男,92,-467,-381,是,曲阜,儒,彦03067,,,,,,
承04023,孔,承,男,76,-468,-389,是,曲阜,官员,彦03027,,,,,,
承04024,孔,承,男,67,-469,-398,是,曲阜,农,彦03030,,,,,,
承04025,孔,承,男,82,-472,-382,是,浙江,学者,孔伷,,,,,,
承04026,孔,承,男,48,-468,-393,是,浙江,儒,彦03118,,,,,,
承04027,孔,承,男,39,-470,-381,是,浙江,士,彦03112,,,,,,
承04028,孔,承,男,25,-465,-385,是,安徽,儒,彦03082,,,,,,
承04029,孔,承,男,25,-476,-406,是,安徽,农,彦03093,,,,,,
承04030,孔,承,男,78,-458,-373,是,山东,儒,彦03116,,,,,,
承04031,孔,承,男,56,-471,-403,是,浙江,商,彦03004,,,,,,
承04032,孔,承,男,3,-467,-378,是,浙江,士,彦03113,,,,,,
承04033,孔,承,男,38,-477,-394,是,曲阜,学者,彦03040,,,,,,
承04034,孔,承,男,62,-472,-389,是,山东,农,彦03088,,,,,,
承04035,孔,承,男,24,-459,-373,是,浙江,儒,彦03109,,,,,,
承04036,孔,承,男,74,-473,-411,是,曲阜,官员,彦03135,,,,,,
承04037,孔,承,男,28,-470,-392,是,曲阜,学者,彦03057,,,,,,
承04038,孔,承,男,57,-471,-381,是,浙江,学者,彦03028,,,,,,
承04039,孔,承,男,14,-478,-401,是,曲阜,儒,彦03014,,,,,,
承04040,孔,承,男,34,-474,-395,是,河南,官员,彦03013,,,,,,
承04041,孔,承,男,59,-460,-396,是,江苏,官员,彦03054,,,,,,
承04042,孔,承,男,21,-465,-389,是,山东,商,彦03121,,,,,,
承04043,孔,承,男,72,-474,-398,是,浙江,儒,彦03116,,,,,,
承04044,孔,承,男,26,-465,-391,是,曲阜,商,彦03083,,,,,,
承04045,孔,承,男,9,-463,-391,是,江苏,农,彦03001,,,,,,
承04046,孔,承,男,75,-472,-395,是,江苏,农,彦03069,,,,,,
承04047,孔,承,男,88,-467,-402,是,河南,儒,彦03140,,,,,,
承04048,孔,承,男,31,-477,-392,是,浙江,商,彦03003,,,,,,
承04049,孔,承,男,61,-466,-381,是,浙江,农,彦03130,,,,,,
承04050,孔,承,男,2,-470,-386,是,安徽,农,彦03051,,,,,,
承04051,孔,承,男,65,-476,-402,是,安徽,商,彦03111,,,,,,
承04052,孔,承,男,13,-467,-389,是,曲阜,农,彦03037,,,,,,
承04053,孔,承,男,52,-475,-388,是,山东,儒,彦03033,,,,,,
承04054,孔,承,男,86,-469,-395,是,河南,儒,彦03035,,,,,,
承04055,孔,承,男,100,-471,-383,是,曲阜,官员,彦03077,,,,,,
承04056,孔,承,男,92,-477,-414,是,浙江,农,彦03071,,,,,,
承04057,孔,承,男,77,-464,-379,是,曲阜,农,彦03038,,,,,,
承04058,孔,承,男,34,-476,-415,是,浙江,农,彦03139,,,,,,
承04059,孔,承,男,25,-460,-375,是,山东,商,彦03019,,,,,,
承04060,孔,承,男,3,-469,-401,是,安徽,农,彦03050,,,,,,
承04061,孔,承,男,90,-460,-390,是,浙江,士,彦03043,,,,,,
承04062,孔,承,男,22,-474,-397,是,河南,学者,彦03117,,,,,,
承04063,孔,承,男,3,-465,-380,是,河南,儒,彦03013,,,,,,
承04064,孔,承,男,24,-477,-397,是,山东,商,彦03114,,,,,,
承04065,孔,承,男,13,-461,-378,是,曲阜,官员,彦03125,,,,,,
承04066,孔,承,男,9,-468,-399,是,曲阜,商,彦03134,,,,,,
承04067,孔,承,男,68,-466,-377,是,浙江,儒,彦03094,,,,,,
承04068,孔,承,男,11,-472,-385,是,曲阜,士,彦03033,,,,,,
承04069,孔,承,男,86,-468,-380,是,曲阜,儒,彦03018,,,,,,
承04070,孔,承,男,30,-461,-380,是,河南,工,彦03094,,,,,,
承04071,孔,承,男,97,-474,-413,是,山东,商,彦03100,,,,,,
承04072,孔,承,男,85,-478,-412,是,山东,士,彦03045,,,,,,
承04073,孔,承,男,79,-464,-379,是,河南,士,彦03024,,,,,,
承04074,孔,承,男,35,-475,-387,是,曲阜,官员,彦03013,,,,,,
承04075,孔,承,男,31,-461,-395,是,曲阜,儒,彦03114,,,,,,
承04076,孔,承,男,40,-466,-399,是,江苏,儒,彦03065,,,,,,
承04077,孔,承,男,3,-460,-379,是,河南,工,彦03084,,,,,,
承04078,孔,承,男,5,-478,-399,是,安徽,学者,彦03139,,,,,,
承04079,孔,承,男,37,-463,-384,是,曲阜,士,彦03112,,,,,,
承04080,孔,承,男,25,-466,-402,是,山东,士,彦03126,,,,,,
承04081,孔,承,男,92,-475,-385,是,山东,儒,彦03053,,,,,,
承04082,孔,承,男,75,-471,-402,是,江苏,学者,彦03136,,,,,,
承04083,孔,承,男,66,-475,-397,是,曲阜,工,彦03010,,,,,,
承04084,孔,承,男,13,-476,-412,是,河南,商,彦03017,,,,,,
承04085,孔,承,男,97,-468,-383,是,浙江,学者,彦03111,,,,,,
承04086,孔,承,男,75,-461,-371,是,山东,官员,彦03008,,,,,,
承04087,孔,承,男,3,-472,-398,是,曲阜,士,彦03062,,,,,,
承04088,孔,承,男,92,-471,-406,是,浙江,儒,彦03025,,,,,,
承04089,孔,承,男,69,-471,-391,是,曲阜,官员,彦03009,,,,,,
承04090,孔,承,男,94,-459,-385,是,江苏,学者,彦03125,,,,,,
承04091,孔,承,男,96,-464,-394,是,曲阜,商,彦03123,,,,,,
承04092,孔,承,男,10,-466,-404,是,山东,官员,彦03068,,,,,,
承04093,孔,承,男,51,-470,-407,是,山东,儒,彦03141,,,,,,
承04094,孔,承,男,41,-469,-384,是,曲阜,官员,彦03141,,,,,,
承04095,孔,承,男,62,-460,-396,是,安徽,学者,彦03066,,,,,,
承04096,孔,承,男,3,-472,-404,是,河南,士,彦03125,,,,,,
承04097,孔,承,男,60,-472,-404,是,山东,官员,彦03079,,,,,,
承04098,孔,承,男,23,-478,-414,是,安徽,商,彦03025,,,,,,
承04099,孔,承,男,19,-475,-410,是,安徽,士,彦03129,,,,,,
承04100,孔,承,男,15,-472,-397,是,浙江,士,彦03022,,,,,,
承04101,孔,承,男,95,-472,-394,是,江苏,儒,彦03146,,,,,,
承04102,孔,承,男,4,-467,-401,是,安徽,商,彦03032,,,,,,
承04103,孔,承,男,17,-473,-403,是,河南,官员,彦03111,,,,,,
承04104,孔,承,男,100,-468,-398,是,山东,儒,彦03060,,,,,,
承04105,孔,承,男,36,-467,-381,是,河南,官员,彦03054,,,,,,
承04106,孔,承,男,89,-470,-387,是,安徽,儒,彦03098,,,,,,
承04107,孔,承,男,40,-461,-391,是,浙江,农,彦03123,,,,,,
承04108,孔,承,男,91,-460,-394,是,曲阜,农,彦03057,,,,,,
承04109,孔,承,男,99,-465,-394,是,河南,儒,彦03138,,,,,,
承04110,孔,承,男,85,-460,-391,是,山东,儒,彦03013,,,,,,
承04111,孔,承,男,51,-463,-392,是,河南,工,彦03048,,,,,,
承04112,孔,承,男,94,-470,-387,是,曲阜,学者,彦03088,,,,,,
承04113,孔,承,男,43,-458,-391,是,山东,商,彦03051,,,,,,
承04114,孔,承,男,20,-476,-395,是,安徽,农,彦03075,,,,,,
承04115,孔,承,男,27,-469,-407,是,浙江,农,彦03117,,,,,,
承04116,孔,承,男,24,-476,-397,是,曲阜,商,彦03138,,,,,,
承04117,孔,承,男,33,-477,-401,是,浙江,儒,彦03122,,,,,,
承04118,孔,承,男,15,-469,-396,是,安徽,儒,彦03038,,,,,,
承04119,孔,承,男,19,-462,-390,是,曲阜,儒,彦03009,,,,,,
承04120,孔,承,男,94,-459,-387,是,浙江,学者,彦03092,,,,,,
承04121,孔,承,男,89,-468,-407,是,江苏,农,彦03069,,,,,,
承04122,孔,承,男,99,-460,-381,是,山东,官员,彦03115,,,,,,
承04123,孔,承,男,52,-465,-402,是,浙江,儒,彦03136,,,,,,
承04124,孔,承,男,19,-463,-400,是,山东,工,彦03053,,,,,,
承04125,孔,承,男,5,-472,-408,是,浙江,官员,彦03017,,,,,,
承04126,孔,承,男,81,-460,-385,是,江苏,士,彦03006,,,,,,
承04127,孔,承,男,43,-475,-398,是,浙江,儒,彦03016,,,,,,
承04128,孔,承,男,55,-459,-396,是,曲阜,商,彦03086,,,,,,
承04129,孔,承,男,74,-468,-388,是,河南,农,彦03026,,,,,,
承04130,孔,承,男,51,-459,-374,是,安徽,士,彦03135,,,,,,
承04131,孔,承,男,2,-471,-385,是,山东,农,彦03012,,,,,,
承04132,孔,承,男,10,-469,-383,是,河南,工,彦03115,,,,,,
承04133,孔,承,男,33,-464,-381,是,河南,学者,彦03122,,,,,,
承04134,孔,承,男,88,-470,-401,是,浙江,工,彦03072,,,,,,
承04135,孔,承,男,18,-470,-396,是,河南,学者,彦03053,,,,,,
承04136,孔,承,男,21,-469,-390,是,江苏,儒,彦03062,,,,,,
承04137,孔,承,男,25,-469,-388,是,山东,农,彦03047,,,,,,
承04138,孔,承,男,27,-463,-391,是,曲阜,农,彦03048,,,,,,
承04139,孔,承,男,48,-467,-388,是,山东,工,彦03077,,,,,,
承04140,孔,承,男,77,-469,-385,是,曲阜,农,彦03011,,,,,,
承04141,孔,承,男,27,-470,-383,是,浙江,官员,彦03149,,,,,,
承04142,孔,承,男,63,-474,-384,是,浙江,士,彦03101,,,,,,
承04143,孔,承,男,76,-462,-374,是,河南,商,彦03090,,,,,,
承04144,孔,承,男,82,-469,-397,是,江苏,商,彦03027,,,,,,
承04145,孔,承,男,90,-465,-395,是,浙江,工,彦03079,,,,,,
承04146,孔,承,男,84,-476,-409,是,浙江,农,彦03044,,,,,,
承04147,孔,承,男,36,-468,-405,是,安徽,士,彦03093,,,,,,
承04148,孔,承,男,67,-460,-384,是,江苏,商,彦03106,,,,,,
承04149,孔,承,男,69,-465,-391,是,安徽,儒,彦03042,,,,,,
闻05000,孔,闻,男,55,-434,-346,是,山东,儒,承04136,,,,,,
闻05001,孔,闻,男,37,-432,-357,是,河南,学者,承04081,,,,,,
闻05002,孔,闻,男,67,-431,-362,是,江苏,工,承04125,,,,,,
闻05003,孔,闻,男,29,-437,-357,是,江苏,士,承04111,,,,,,
闻05004,孔,闻,男,49,-449,-388,是,安徽,工,承04042,,,,,,
闻05005,孔,闻,男,94,-431,-363,是,山东,农,承04063,,,,,,
闻05006,孔,闻,男,41,-442,-377,是,河南,农,承04000,,,,,,
闻05007,孔,闻,男,57,-431,-367,是,山东,农,承04089,,,,,,
闻05008,孔,闻,男,54,-444,-383,是,山东,工,承04097,,,,,,
闻05009,孔,闻,男,62,-439,-364,是,浙江,官员,承04097,,,,,,
闻05010,孔,闻,男,47,-447,-375,是,浙江,农,承04075,,,,,,
闻05011,孔,闻,男,18,-440,-370,是,安徽,商,承04023,,,,,,
闻05012,孔,闻,男,26,-435,-356,是,浙江,农,承04017,,,,,,
闻05013,孔,闻,男,95,-446,-385,是,江苏,士,承04053,,,,,,
闻05014,孔,闻,男,18,-431,-342,是,河南,士,承04060,,,,,,
闻05015,孔,闻,男,40,-445,-362,是,安徽,农,承04105,,,,,,
闻05016,孔,闻,男,29,-433,-347,是,河南,工,承04063,,,,,,
闻05017,孔,闻,男,14,-450,-390,是,江苏,商,承04077,,,,,,
闻05018,孔,闻,男,83,-431,-363,是,曲阜,工,承04040,,,,,,
闻05019,孔,闻,男,31,-445,-379,是,曲阜,儒,承04100,,,,,,
闻05020,孔,闻,男,28,-431,-352,是,曲阜,工,承04125,,,,,,
闻05021,孔,闻,男,59,-440,-355,是,安徽,官员,承04033,,,,,,
闻05022,孔,闻,男,30,-439,-349,是,浙江,工,承04090,,,,,,
闻05023,孔,闻,男,91,-438,-373,是,安徽,士,承04135,,,,,,
闻05024,孔,闻,男,23,-435,-349,是,曲阜,商,承04142,,,,,,
闻05025,孔,闻,男,45,-444,-361,是,河南,农,承04052,,,,,,
闻05026,孔,闻,男,53,-439,-374,是,山东,工,承04125,,,,,,
闻05027,孔,闻,男,36,-438,-362,是,曲阜,工,承04126,,,,,,
闻05028,孔,闻,男,30,-438,-350,是,浙江,士,承04042,,,,,,
闻05029,孔,闻,男,97,-446,-363,是,安徽,儒,承04013,,,,,,
闻05030,孔,闻,男,4,-448,-364,是,安徽,农,承04025,,,,,,
闻05031,孔,闻,男,79,-448,-376,是,江苏,工,承04051,,,,,,
闻05032,孔,闻,男,42,-436,-369,是,曲阜,学者,承04070,,,,,,
闻05033,孔,闻,男,6,-439,-371,是,山东,农,承04021,,,,,,
闻05034,孔,闻,男,62,-439,-376,是,浙江,商,承04069,,,,,,
闻05035,孔,闻,男,50,-442,-379,是,江苏,农,承04118,,,,,,
闻05036,孔,闻,男,33,-436,-375,是,曲阜,儒,承04099,,,,,,
闻05037,孔,闻,男,73,-448,-360,是,浙江,工,承04050,,,,,,
闻05038,孔,闻,男,45,-439,-377,是,曲阜,学者,承04143,,,,,,
闻05039,孔,闻,男,27,-436,-374,是,安徽,士,承04132,,,,,,
闻05040,孔,闻,男,45,-436,-358,是,江苏,商,承04145,,,,,,
闻05041,孔,闻,男,89,-448,-368,是,曲阜,官员,承04085,,,,,,
闻05042,孔,闻,男,59,-438,-376,是,河南,商,承04085,,,,,,
闻05043,孔,闻,男,50,-446,-371,是,河南,商,承04022,,,,,,
闻05044,孔,闻,男,8,-433,-365,是,安徽,农,承04082,,,,,,
闻05045,孔,闻,男,48,-435,-367,是,山东,学者,承04060,,,,,,
闻05046,孔,闻,男,78,-445,-363,是,安徽,商,承04078,,,,,,
闻05047,孔,闻,男,15,-446,-361,是,曲阜,农,承04118,,,,,,
闻05048,孔,闻,男,54,-435,-367,是,浙江,商,承04037,,,,,,
闻05049,孔,闻,男,73,-443,-371,是,安徽,官员,承04129,,,,,,
闻05050,孔,闻,男,82,-443,-373,是,河南,工,承04081,,,,,,
闻05051,孔,闻,男,56,-435,-355,是,山东,士,承04129,,,,,,
闻05052,孔,闻,男,63,-444,-378,是,安徽,士,承04122,,,,,,
闻05053,孔,闻,男,5,-440,-376,是,曲阜,农,承04069,,,,,,
闻05054,孔,闻,男,20,-449,-389,是,浙江,儒,承04005,,,,,,
闻05055,孔,闻,男,35,-450,-366,是,曲阜,儒,承04055,,,,,,
闻05056,孔,闻,男,37,-432,-359,是,安徽,儒,承04118,,,,,,
闻05057,孔,闻,男,95,-436,-374,是,安徽,士,承04023,,,,,,
闻05058,孔,闻,男,53,-445,-374,是,河南,儒,承04122,,,,,,
闻05059,孔,闻,男,56,-449,-375,是,山东,儒,承04108,,,,,,
闻05060,孔,闻,男,63,-442,-379,是,曲阜,官员,承04145,,,,,,
闻05061,孔,闻,男,36,-430,-359,是,河南,学者,承04037,,,,,,
闻05062,孔,闻,男,54,-444,-361,是,浙江,农,承04129,,,,,,
闻05063,孔,闻,男,11,-445,-372,是,山东,士,承04019,,,,,,
闻05064,孔,闻,男,96,-438,-353,是,河南,商,承04095,,,,,,
闻05065,孔,闻,男,69,-450,-382,是,浙江,官员,承04102,,,,,,
闻05066,孔,闻,男,72,-445,-358,是,浙江,农,承04090,,,,,,
闻05067,孔,闻,男,40,-432,-347,是,安徽,商,承04135,,,,,,
闻05068,孔,闻,男,61,-437,-360,是,山东,商,承04062,,,,,,
闻05069,孔,闻,男,29,-434,-347,是,山东,农,承04110,,,,,,
闻05070,孔,闻,男,34,-432,-372,是,浙江,士,承04010,,,,,,
闻05071,孔,闻,男,3,-448,-386,是,曲阜,士,承04011,,,,,,
闻05072,孔,闻,男,51,-444,-355,是,山东,农,承04042,,,,,,
闻05073,孔,闻,男,58,-439,-351,是,浙江,官员,承04088,,,,,,
闻05074,孔,闻,男,68,-432,-369,是,山东,农,承04053,,,,,,
闻05075,孔,闻,男,99,-434,-356,是,安徽,学者,承04052,,,,,,
闻05076,孔,闻,男,39,-437,-348,是,安徽,儒,承04044,,,,,,
闻05077,孔,闻,男,18,-450,-378,是,江苏,农,承04108,,,,,,
闻05078,孔,闻,男,94,-450,-386,是,河南,商,承04075,,,,,,
闻05079,孔,闻,男,17,-433,-360,是,浙江,商,承04031,,,,,,
闻05080,孔,闻,男,37,-432,-344,是,河南,学者,承04018,,,,,,
闻05081,孔,闻,男,44,-442,-371,是,河南,官员,承04067,,,,,,
闻05082,孔,闻,男,69,-434,-370,是,江苏,学者,承04128,,,,,,
闻05083,孔,闻,男,38,-446,-360,是,安徽,商,承04096,,,,,,
闻05084,孔,闻,男,35,-437,-367,是,曲阜,士,承04113,,,,,,
闻05085,孔,闻,男,29,-437,-368,是,河南,官员,承04101,,,,,,
闻05086,孔,闻,男,57,-439,-359,是,河南,商,承04000,,,,,,
闻05087,孔,闻,男,26,-435,-373,是,山东,工,承04139,,,,,,
闻05088,孔,闻,男,74,-432,-367,是,曲阜,商,承04000,,,,,,
闻05089,孔,闻,男,12,-437,-363,是,山东,工,承04070,,,,,,
闻05090,孔,闻,男,34,-447,-368,是,河南,商,承04043,,,,,,
闻05091,孔,闻,男,17,-439,-349,是,曲阜,学者,承04090,,,,,,
闻05092,孔,闻,男,80,-442,-365,是,曲阜,官员,承04126,,,,,,
闻05093,孔,闻,男,58,-430,-369,是,安徽,商,承04133,,,,,,
闻05094,孔,闻,男,28,-438,-354,是,山东,儒,承04071,,,,,,
闻05095,孔,闻,男,10,-432,-351,是,浙江,学者,承04015,,,,,,
闻05096,孔,闻,男,31,-442,-369,是,河南,商,承04013,,,,,,
闻05097,孔,闻,男,26,-434,-359,是,安徽,儒,承04077,,,,,,
闻05098,孔,闻,男,67,-444,-376,是,安徽,儒,承04040,,,,,,
闻05099,孔,闻,男,84,-434,-371,是,曲阜,官员,承04046,,,,,,
闻05100,孔,闻,男,81,-446,-373,是,安徽,儒,承04100,,,,,,
闻05101,孔,闻,男,40,-431,-346,是,安徽,士,承04147,,,,,,
闻05102,孔,闻,男,94,-442,-370,是,江苏,学者,承04126,,,,,,
闻05103,孔,闻,男,28,-440,-369,是,江苏,学者,承04092,,,,,,
闻05104,孔,闻,男,67,-444,-361,是,河南,士,承04055,,,,,,
闻05105,孔,闻,男,98,-442,-371,是,浙江,士,承04041,,,,,,
闻05106,孔,闻,男,91,-445,-365,是,浙江,农,承04093,,,,,,
闻05107,孔,闻,男,99,-449,-376,是,江苏,农,承04052,,,,,,
闻05108,孔,闻,男,45,-438,-372,是,曲阜,士,承04123,,,,,,
闻05109,孔,闻,男,6,-444,-364,是,浙江,农,承04032,,,,,,
